IBGE,NU_IDENTIFICADOR,municipio,uf,data_implementacao_unidade,Latitude,Longitude,natureza_unidade,custo_manutencao,servico_regulamentado,ano_implementacao_servico,subsidio_valor_mensal,subsidio_itens_manutencao,subsidio_mobiliario_transporte,subsidio_isencao_imposto_taxa,subsidio_outros,subsidio_nao_repassa,subsidio_outros_quais,fam_aceita_vinculo_irmaos,qtd_criancas_acolhidas,qtd_criancas_acolhidas_12meses,qtd_masc_0_2,qtd_masc_3_5,qtd_masc_6_11,qtd_masc_12_13,qtd_masc_14_15,qtd_masc_16_17,qtd_masc_acima_18,qtd_masc_total,qtd_fem_0_2,qtd_fem_3_5,qtd_fem_6_11,qtd_fem_12_13,qtd_fem_14_15,qtd_fem_16_17,qtd_fem_acima_18,qtd_refugiados_imigrantes,qtd_venezuelanos,qtd_criancas_tempo_servico_menos_1mes,qtd_criancas_tempo_servico_1_3meses,qtd_criancas_tempo_servico_4_6meses,qtd_criancas_tempo_servico_7_12meses,qtd_criancas_tempo_servico_13_18meses,qtd_criancas_tempo_servico_19_24meses,qtd_criancas_tempo_servico_25_48meses,qtd_criancas_tempo_servico_49_72meses,qtd_criancas_tempo_mais_72meses,qtd_criancas_deficiencia,qtd_criancas_transt_sofri_psiquico,qtd_criancas_necessidade_especial,qtd_adoles_socioeducativo,qtd_criancas_traj_de_rua,qtd_criancas_indigenas,qtd_criancas_outros_povos_trad,qtd_criancas_dependencia_drogas,qtd_criancas_gestantes,qtd_criancas_pretas,qtd_criancas_pardas,qtd_criancas_brancas,qtd_criancas_amarelas,qtd_criancas_raca_indigenas,qtd_motivo_entrega_voluntaria_adocao,qtd_motivo_orfandade,qtd_motivo_abandono,qtd_motivo_pais_usuarios,qtd_motivo_pais_com_deficiencia,qtd_motivo_pais_transt_sofri_psiquicos,qtd_motivo_pais_ausentes_doenca,qtd_motivo_pais_prisao_ou_internacao,qtd_motivo_violencia_domestica_fisica,qtd_motivo_violencia_domestica_psicologica,qtd_motivo_abuso_sex_intrafamiliar,qtd_motivo_exploracao_sex,qtd_motivo_conflito_familiar,qtd_motivo_exploracao_trabalho,qtd_motivo_pais_cond_especif_saude,qtd_motivo_pais_s_condicoes_depend_quim,qtd_motivo_ameaca_morte,qtd_motivo_situacao_rua,qtd_motivo_negligencia_familia,qtd_motivo_fam_situacao_rua,qtd_motivo_fam_moradia_insalubre,qtd_motivo_fam_carencia_rec_materiais,qtd_oriundos_pbf,qtd_oriundos_fam_menos_1sm,divulgacao_outdoors_busdoors,divulgacao_materiais_grande_circ,divulgacao_radio_tv_impressa,divulgacao_eventos_palestras,divulgacao_redes_sociais,divulgacao_articulacao_liderancas,divulgacao_outros,divulgacao_nao_faz,divulgacao_outros_quais,ch_capacitacao_inicial,selecao_fam_reunioes,selecao_fam_analise_doc,selecao_fam_entrevistas,selecao_fam_visitas_domiciliares,selecao_fam_outros,selecao_fam_nao_faz,selecao_fam_outros_quais,capac_ini_conti_fam_encontros_grupos,capac_ini_conti_fam_encontros_indivi,capac_ini_conti_fam_paletras,capac_ini_conti_fam_rodas_conversa,capac_ini_conti_fam_outros,capac_ini_conti_fam_nao_faz,capac_ini_conti_fam_outros_quais,acompanhamento_fam_aprox_supervi,acompanhamento_fam_visitas_domicil,acompanhamento_fam_aten_psicoss,acompanhamento_fam_contato_tel,acompanhamento_fam_outros,acompanhamento_fam_outros_quais,ativi_sistematicas_atend_psicosso_indivi,ativi_sistematicas_escuta_qualific,ativi_sistematicas_acompanh_escolar,ativi_sistematicas_acompanh_saude,ativi_sistematicas_encaminhc_docs,ativi_sistematicas_encaminhc_qualif_prof,ativi_sistematicas_identifi_fam_nat_exten,ativi_sistematicas_viabili_encon_fam_ori,ativi_sistematicas_constr_plano_acomp_fam_ori,ativi_sistematicas_atend_psicosso_indiv_fam_ori,ativi_sistematicas_reunioes_fam_ori,ativi_sistematicas_entrevis_fam_ori,ativi_sistematicas_visi_domic_fam_ori,ativi_sistematicas_genograma_ecomapa,ativi_sistematicas_relat_trimes_judic,ativi_sistematicas_estudo_caso,ativi_sistematicas_encaminhc_rede,ativi_sistematicas_discuss_casos_rede,ativi_sistematicas_outros,ativi_sistematicas_nao_faz,ativi_sistematicas_outros_quais,retorno_fam_ori_fam_ado_judic_informa_decisoes,retorno_fam_ori_fam_ado_judic_nao_informa_decisoes,retorno_fam_ori_fam_ado_tempo_prepar_suficiente,retorno_fam_ori_fam_ado_tempo_prepar_insuficiente,freq_acompanh_fam_acolhedora,qtd_fam_processo_habilitacao,qtd_fam_aptas_ou_acolhendo,num_atual_fam_suficiente,imovel_sede_saf,espaco_fisico_sala_atendimento,espaco_fisico_espaco_reunioes,espaco_fisico_sala_equip_tec,espaco_fisico_sala_coord_adm,espaco_fisico_area_recepcao,espaco_fisico_copa,equipamentos_veiculo_exclusivo,equipamentos_veiculo_compartilhado,equipamentos_acervo_bibliog,equipamentos_mater_pedago,equipamentos_tel_fixo,equipamentos_cel,equipamentos_impressora,equipamentos_de_som,equipamentos_proj_imagens,equipamentos_bebedouro,equipamentos_comput_internet,equipamentos_qtd_comput_internet,equipe_tec_exclusiva_saf,coordenador_saf_situacao,capaci_equipe_tec_saf_presencial,capaci_equipe_tec_saf_ead,capaci_equipe_tec_saf_nao_faz,capaci_equipe_tec_saf_presencial_qtd,capaci_equipe_tec_saf_ead_qtd,IBGE7,nome_da_uf,Regiao,Município
420208,"4,20208E+12",BANDEIRANTE,SC,11/09/2015,-26.766.380.080.762.800,-5.363.791.465.759.270,Governamental,,"Sim, por lei",2015,,Não,Não,Não,Sim,Não,pagamento quando há acolhidos,"Sim, acolhem sempre que há demanda",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Sim,Não,Não,Não,Sim,Não,Sim,Não,edital,8,Não,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,0,1,Sim,Imóvel compartilhado com outro serviço ou órgão,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,2.0,Não há profissionais exclusivas(os) do serviço,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Não,Não,Sim,,,4202081,Santa Catarina,Região Sul,Bandeirante
420209,"4,20209E+12",BARRA BONITA,SC,04/07/2011,-26.653.825.788.296.300,-5.343.923.807.144.160,Governamental,,"Sim, por lei",2011,1320,Sim,Sim,Não,Não,Não,,"Sim, acolhem sempre que há demanda",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,,16,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,,,,,Semanalmente,0,0,Não,Imóvel compartilhado com outro serviço ou órgão,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,2.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) com outra atividade,Não,Não,Sim,,,4202099,Santa Catarina,Região Sul,Barra Bonita
420240,"4,2024E+12",BLUMENAU,SC,23/03/2018,-2.689.633.781.847.540,-49.081.175.110.248.900,Governamental,,"Sim, por lei",2018,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",11,14.0,3,2,2,0,0,0,0,7,0,3,1,0,0,0,0,0.0,0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1.0,3.0,7.0,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,0,2,0,0,4.0,2,0,0.0,0.0,5.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,10,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semestralmente,0,11,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,3.0,Parte da equipe é exclusiva,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,3.0,3.0,4202404,Santa Catarina,Região Sul,Blumenau
420245,"4,20245E+12",BOMBINHAS,SC,01/02/2017,-27.149.178.311.967.600,-4.851.277.649.402.610,Governamental,,"Sim, por lei",2015,"1207,95",Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Não,Não,Sim,Não,Não,Não,,10,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Sim,Não,Não,Semanalmente,0,2,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,2.0,Não há profissionais exclusivas(os) do serviço,Não há coordenadora(or) neste serviço,Sim,Não,Não,2.0,,4202453,Santa Catarina,Região Sul,Bombinhas
420253,"4,20253E+12",BOM JESUS,SC,26/11/2012,-26.736.795.525.480.300,-5.239.723.205.566.400,Governamental,,"Sim, por lei",2012,1320,Sim,Sim,Não,Não,Não,,"Sim, acolhem sempre que há demanda",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Não,Sim,Não,Sim,Sim,Não,Não,,4,Não,Sim,Sim,Sim,Não,Não,,Não,Sim,Não,Não,Não,Não,,Sim,Sim,Não,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Quinzenalmente,1,2,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) com outra atividade,Sim,Não,Não,3.0,,4202537,Santa Catarina,Região Sul,Bom Jesus
420257,"4,20257E+12",BOM JESUS DO OESTE,SC,05/09/1997,-26.691.292.341.558.400,-5.309.297.561.645.500,Governamental,,"Sim, por lei",2019,1716,Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Não,Sim,Não,Sim,Sim,Não,Não,,0,Não,Não,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Não,Não,,Sim,Sim,Não,Sim,Não,,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,0,1,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Não,Sim,Não,,1.0,4202578,Santa Catarina,Região Sul,Bom Jesus do Oeste
420270,"4,2027E+12",BOTUVERA,SC,03/12/2019,-27.199.053.705.578.200,-4.907.415.747.642.510,Governamental,,"Sim, por lei",2019,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,16,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Quinzenalmente,1,2,Sim,Imóvel exclusivo para o SFA,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,0.0,Não há profissionais exclusivas(os) do serviço,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Não,Não,5.0,,4202701,Santa Catarina,Região Sul,Botuverá
420290,"4,2029E+12",BRUSQUE,SC,02/05/2012,-27.093.631.080.168.100,-489.207.673.072.815,Governamental,,"Sim, por lei",2012,1320,,,,,Sim,,"Sim, acolhem algumas vezes",2,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Quinzenalmente,0,1,Não,O SFA não possui sede,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,2.0,Todas(os) as(os) profissionais são exclusivos,Acumula as funções de coordenadora(or) com outra atividade,Sim,Sim,Não,4.0,4.0,4202909,Santa Catarina,Região Sul,Brusque
420300,"4,203E+12",CACADOR,SC,16/10/2006,-26.777.565,-510.045.513,Não Governamental/Organização da Sociedade Civil,"22580,51","Sim, por lei",2006,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",21,47.0,3,3,3,1,0,1,0,11,3,0,5,1,1,0,0,0.0,0,1.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0,0,0,1.0,9.0,11.0,0.0,0.0,0,3,0,8.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10.0,0,0,0.0,0.0,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,2,23,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,4.0,Todas(os) as(os) profissionais são exclusivos,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Sim,Não,3.0,3.0,4203006,Santa Catarina,Região Sul,Caçador
420310,"4,2031E+12",CAIBI,SC,25/09/2009,-27.072,-53.248,Governamental,,"Sim, por lei",2009,1320,Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,,16,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Mensalmente,1,1,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2.0,Não há profissionais exclusivas(os) do serviço,Não há coordenadora(or) neste serviço,Sim,Não,Não,5.0,,4203105,Santa Catarina,Região Sul,Caibi
420330,"4,2033E+12",CAMPO ALEGRE,SC,12/11/2007,-2.619.170.323.609.620,-4.926.838.354.702.340,Governamental,,"Sim, por lei",2007,1320,Sim,Sim,Não,Não,Não,,"Sim, acolhem sempre que há demanda",3,3.0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Não,Sim,Não,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,,Sim,Não,Não,Não,Semanalmente,0,9,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,3.0,Todas(os) as(os) profissionais são exclusivos,Acumula as funções de coordenadora(or) com outra atividade,Sim,Não,Não,2.0,,4203303,Santa Catarina,Região Sul,Campo Alegre
420370,"4,2037E+12",CANELINHA,SC,30/01/2014,-2.726.644.141.942.000,-4.876.797.795.295.710,Governamental,,"Sim, por lei",2014,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Não,Não,Não,Não,Sim,Sim,Não,Lançamento de edital,0,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Sim,Não,,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,,Sim,Não,Não,Não,Semanalmente,0,2,Não,O SFA não possui sede,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) com outra atividade,Não,Não,Sim,,,4203709,Santa Catarina,Região Sul,Canelinha
420395,"4,20395E+12",CAPIVARI DE BAIXO,SC,16/07/2020,-28.451.034.090.511.200,-489.658.284.187.317,Governamental,,"Sim, por lei",2019,1302,Não,Sim,Não,Não,Não,,"Sim, acolhem algumas vezes",2,4.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,1,0,0.0,2.0,0.0,0.0,0.0,1,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,,,,,,,,,,,40,Sim,Sim,Sim,Não,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Semanalmente,2,4,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,3.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Não,Não,2.0,,4203956,Santa Catarina,Região Sul,Capivari de Baixo
420410,"4,2041E+12",CAXAMBU DO SUL,SC,30/03/1998,-27.161.483.393.291.200,-5.288.185.358.047.480,Governamental,,"Sim, por lei",1996,1320,Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",2,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,2.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Não,ATRAVÉS DAS AGENTES DE SAÚDE,8,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semestralmente,1,5,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Não,Não,2.0,,4204103,Santa Catarina,Região Sul,Caxambu do Sul
420420,"4,2042E+12",CHAPECO,SC,27/09/2009,-2.710.056.047.210.790,-5.261.775.791.645.050,Governamental,,"Sim, por lei",2019,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",10,21.0,0,2,1,1,2,1,0,7,1,0,0,0,1,1,0,0.0,0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,,Não,Não,Não,Não,Sim,Sim,Sim,Não,Articulação com agentes comunitários de saúde,8,Sim,Sim,Sim,Sim,Sim,Não,Avaliação Psicológica,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Quinzenalmente,2,9,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,6.0,Parte da equipe é exclusiva,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Não,Não,4.0,,4204202,Santa Catarina,Região Sul,Chapecó
420430,"4,2043E+12",CONCORDIA,SC,01/02/2021,-27.234.293.295.579.500,-520.278.811.454.773,Governamental,,"Sim, por lei",2020,1320,Sim,Sim,Não,Não,Não,,Não acolhem,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0,0,1.0,0.0,,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,8,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Quinzenalmente,3,2,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,2.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) com outra atividade,Não,Não,Sim,,,4204301,Santa Catarina,Região Sul,Concórdia
420435,"4,20435E+12",CORDILHEIRA ALTA,SC,16/06/2010,-2.699.012.158.833.000,-5.260.816.097.259.520,Governamental,,"Sim, por lei",2010,1320,Sim,Não,Não,Não,Não,,"Sim, acolhem algumas vezes",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Não,Não,Não,Sim,Não,Não,Não,,16,Não,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Não,Não,,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Quinzenalmente,0,4,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,2.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) com outra atividade,Sim,Sim,Não,2.0,1.0,4204350,Santa Catarina,Região Sul,Cordilheira Alta
