IBGE,NU_IDENTIFICADOR,rf_sexo,rf_escolaridade,rf_profissao,rf_vinculo,Nome_UF,Código Município Completo,Nome_Município
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Médio Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraná,410480,Cascavel
410480,"4,1048E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410480,"4,1048E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410480,Cascavel
410490,"4,1049E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410490,Castro
410490,"4,1049E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,410490,Castro
410530,"4,1053E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410530,Céu Azul
410530,"4,1053E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410530,Céu Azul
410530,"4,1053E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410530,Céu Azul
410540,"4,1054E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410540,Chopinzinho
410540,"4,1054E+12",Masculino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,410540,Chopinzinho
410540,"4,1054E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Paraná,410540,Chopinzinho
410550,"4,1055E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410550,Cianorte
410550,"4,1055E+12",Feminino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Paraná,410550,Cianorte
410620,"4,1062E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410620,Contenda
410620,"4,1062E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410620,Contenda
410620,"4,1062E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Paraná,410620,Contenda
410620,"4,1062E+12",Feminino,Superior Completo,Enfermeira(o),Outro vínculo não permanente,Paraná,410620,Contenda
410630,"4,1063E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Superior Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Superior Completo,Profissional de nível médio,Voluntária(o),Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Incompleto,Profissional de nível médio,Voluntária(o),Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Masculino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Masculino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraná,410630,Corbélia
410630,"4,1063E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410630,Corbélia
410645,"4,10645E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410645,Coronel Domingos Soares
410645,"4,10645E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410645,Coronel Domingos Soares
410645,"4,10645E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410645,Coronel Domingos Soares
410645,"4,10645E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410645,Coronel Domingos Soares
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Profissional de nível médio,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410690,"4,1069E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410690,Curitiba
410725,"4,10725E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410725,Douradina
410725,"4,10725E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410725,Douradina
410740,"4,1074E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Paraná,410740,Enéas Marques
410740,"4,1074E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410740,Enéas Marques
410753,"4,10753E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410753,Entre Rios do Oeste
410753,"4,10753E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410753,Entre Rios do Oeste
410765,"4,10765E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410765,Fazenda Rio Grande
410765,"4,10765E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,410765,Fazenda Rio Grande
410765,"4,10765E+12",Feminino,Superior Completo,Psicóloga(o),Sem Vínculo,Paraná,410765,Fazenda Rio Grande
410765,"4,10765E+12",Masculino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraná,410765,Fazenda Rio Grande
410773,"4,10773E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410773,Fernandes Pinheiro
410773,"4,10773E+12",Feminino,Fundamental Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,410773,Fernandes Pinheiro
410773,"4,10773E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410773,Fernandes Pinheiro
410773,"4,10773E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410773,Fernandes Pinheiro
410773,"4,10773E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410773,Fernandes Pinheiro
410830,"4,1083E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Fisioterapeuta,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Masculino,Superior Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Psicóloga(o),Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Masculino,Superior Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Advogada(o),Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Fisioterapeuta,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Masculino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Masculino,Médio Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Masculino,Médio Completo,Profissional de nível médio,Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Superior Completo,Psicóloga(o),Voluntária(o),Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410830,Foz do Iguaçu
410830,"4,1083E+12",Masculino,Superior Incompleto,Sem formação profissional,Voluntária(o),Paraná,410830,Foz do Iguaçu
410840,"4,1084E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Mestrado,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Profissional de nível médio,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Mestrado,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraná,410840,Francisco Beltrão
410840,"4,1084E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Paraná,410840,Francisco Beltrão
410880,"4,1088E+12",Masculino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Paraná,410880,Guaíra
