IBGE;NU_IDENTIFICADOR;q48_3;q48_9;q48_10;q48_11;q48_12;q48_13;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
410480;4,1048E+12;Feminino;Médio Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;08/04/2019;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/01/2023;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Masculino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;11/10/2019;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;15/10/2021;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/09/2023;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Masculino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;31/05/2021;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Especialização;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/10/2022;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/12/2015;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;19/11/2013;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;04/04/2012;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/12/2022;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Médio Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;24/05/2009;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Masculino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/03/2022;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/01/2023;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/01/2023;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;21/01/2022;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/03/2023;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;13/11/2015;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;15/05/2023;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410480;4,1048E+12;Masculino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/06/2022;4104808;Paraná;Região Sul;Cascavel;2100,831;PR;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;25;2;2;;;;;;;;;29;29
410490;4,1049E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/10/2023;4104907;Paraná;Região Sul;Castro;2531,503;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;2;1;;;;;;;;2;2
410490;4,1049E+12;Feminino;Especialização;Pedagoga(o);Sem Vínculo;Família Acolhedora;24/09/2021;4104907;Paraná;Região Sul;Castro;2531,503;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;;2;1;;;;;;;;2;2
410530;4,1053E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/04/2019;4105300;Paraná;Região Sul;Céu Azul;1179,449;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;;;;;;;;;;;3;3
410530;4,1053E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/05/2018;4105300;Paraná;Região Sul;Céu Azul;1179,449;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;;;;;;;;;;;3;3
410530;4,1053E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/05/2018;4105300;Paraná;Região Sul;Céu Azul;1179,449;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;;;;;;;;;;;3;3
410540;4,1054E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;15/03/2021;4105409;Paraná;Região Sul;Chopinzinho;959,692;PR;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;1;1;1;;;;;;;;3;3
410540;4,1054E+12;Masculino;Especialização;Pedagoga(o);Sem Vínculo;Família Acolhedora;27/08/2021;4105409;Paraná;Região Sul;Chopinzinho;959,692;PR;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;1;1;1;1;;;;;;;;3;3
410540;4,1054E+12;Feminino;Fundamental Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;01/12/2022;4105409;Paraná;Região Sul;Chopinzinho;959,692;PR;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;1;1;;;;;;;;3;3
410550;4,1055E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;23/11/2021;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;28/02/2020;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/12/2021;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/03/2022;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;06/11/2023;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/06/2020;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;28/02/2020;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Superior Completo;Advogada(o);Sem Vínculo;Família Acolhedora;05/08/2020;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Masculino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;22/06/2020;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/12/2021;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410550;4,1055E+12;Feminino;Sem Escolaridade;Sem formação profissional;Sem Vínculo;Família Acolhedora;23/11/2021;4105508;Paraná;Região Sul;Cianorte;811,666;PR;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;3;5;1;;;1;;;;;11;11
410620;4,1062E+12;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/06/2022;4106209;Paraná;Região Sul;Contenda;299,037;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;1;2;1;;;;;;;;4;4
410620;4,1062E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;05/08/2022;4106209;Paraná;Região Sul;Contenda;299,037;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;2;1;;;;;;;;4;4
410620;4,1062E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;10/03/2020;4106209;Paraná;Região Sul;Contenda;299,037;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;1;1;2;1;;;;;;;;4;4
410620;4,1062E+12;Feminino;Superior Completo;Enfermeira(o);Outro vínculo não permanente;Família Acolhedora;04/02/2022;4106209;Paraná;Região Sul;Contenda;299,037;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1;1;2;1;;;;;;;;4;4
410630;4,1063E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;01/01/2022;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;01/01/2022;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Superior Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;01/02/2022;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/08/2020;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Incompleto;Profissional de nível médio;Voluntária(o);Família Acolhedora;01/01/2022;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/08/2020;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Masculino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Masculino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;01/01/2022;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Fundamental Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;17/04/2019;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410630;4,1063E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/06/2021;4106308;Paraná;Região Sul;Corbélia;529,384;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;16;1;;;;;;;;;21;21
410645;4,10645E+12;Masculino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/11/2021;4106456;Paraná;Região Sul;Coronel Domingos Soares;1562,848;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;;;;;;;;;;;4;4
410645;4,10645E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/11/2021;4106456;Paraná;Região Sul;Coronel Domingos Soares;1562,848;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;;;;;;;;;;;4;4
410645;4,10645E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/11/2021;4106456;Paraná;Região Sul;Coronel Domingos Soares;1562,848;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;;;;;;;;;;;4;4
410645;4,10645E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/11/2021;4106456;Paraná;Região Sul;Coronel Domingos Soares;1562,848;PR;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;;;;;;;;;;;4;4
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;16/11/2020;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;09/12/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;08/09/2023;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
410690;4,1069E+12;Masculino;Superior Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;26/03/2021;4106902;Paraná;Região Sul;Curitiba;435,036;PR;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;21;;;;;;;;;23;23
